Departamento;Nome da Unidade (a);Endereço;CEP;Características do Imóvel;Telefone;Fax;Horário de Atendimento;Email
 PROMOTORIAS DE JUSTIÇA DE DIREITOS HUMANOS E CONTROLE EXTERNO DA ATIVIDADE POLICIAL;Analista;Anexo II. Av.16 de novembro, 50;66.023-220;PRÓPRIO;(91)3198-2541;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DE DIREITOS HUMANOS E CONTROLE EXTERNO DA ATIVIDADE POLICIAL;Apoio;Anexo II. Av.16 de novembro, 50;66.023-220;PRÓPRIO;(91) 3198-2549 (91) 3198-2556;-;8:00 as 14:00;pjcea@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE ENTORPECENTES;1º PJ;Anexo II. Av.16 de novembro, 50;66.023-220;PRÓPRIO;(91) 3198-2615;-;8:00 as 14:00;anete@mppa.mp.br
 PROMOTORIAS DE JUSTIÇA DE ENTORPECENTES;2º PJ;Anexo II. Av.16 de novembro, 50;66.023-220;PRÓPRIO;(91) 3198-2407;-;8:00 as 14:00;aldir@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE ENTORPECENTES;Analista;Anexo II. Av.16 de novembro, 50;66.023-220;PRÓPRIO;(91) 3198-2573;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DE ENTORPECENTES;Analista;Anexo II. Av.16 de novembro, 50;66.023-220;PRÓPRIO;(91) 3198-2769;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DE ENTORPECENTES;Apoio;Anexo II. Av.16 de novembro, 50;66.023-220;PRÓPRIO;(91) 3198-2537;-;8:00 as 14:00;-
 PROMOTORIAS DE JUSTIÇA DE ENTORPECENTES;Apoio;Anexo II. Av.16 de novembro, 50;66.023-220;PRÓPRIO;(91) 3198-2616;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DE EXECUÇÕES PENAIS, PENAS E MEDIDAS ALTERNATIVAS;1º PJ;Anexo II. Av.16 de novembro, 50;66.023-220;PRÓPRIO;(91) 3198-2625;-;8:00 as 14:00;rossy@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE EXECUÇÕES PENAIS, PENAS E MEDIDAS ALTERNATIVAS;2º PJ;Anexo II. Av.16 de novembro, 50;66.023-220;PRÓPRIO;(91) 3198-2610;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DE EXECUÇÕES PENAIS, PENAS E MEDIDAS ALTERNATIVAS;3º PJ;Anexo II. Av.16 de novembro, 50;66.023-220;PRÓPRIO;(91) 3198-2628;-;8:00 as 14:00;brandao@mppa.mp.br
 PROMOTORIAS DE JUSTIÇA DE EXECUÇÕES PENAIS, PENAS E MEDIDAS ALTERNATIVAS;4º PJ;Anexo II. Av.16 de novembro, 50;66.023-220;PRÓPRIO;(91) 3198-2406;-;8:00 as 14:00;samir@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE EXECUÇÕES PENAIS, PENAS E MEDIDAS ALTERNATIVAS;5º PJ;Anexo II. Av.16 de novembro, 50;66.023-220;PRÓPRIO;(91) 3198-2620;-;8:00 as 14:00;ociralva@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE EXECUÇÕES PENAIS, PENAS E MEDIDAS ALTERNATIVAS;Analista;Anexo II. Av.16 de novembro, 50;66.023-220;PRÓPRIO;(91) 3198-574;-;8:00 as 14:00;-
 PROMOTORIAS DE JUSTIÇA DE EXECUÇÕES PENAIS, PENAS E MEDIDAS ALTERNATIVAS;Analista;Anexo II. Av.16 de novembro, 50;66.023-220;PRÓPRIO;(91) 3198-2572;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DE EXECUÇÕES PENAIS, PENAS E MEDIDAS ALTERNATIVAS;Analista;Anexo II. Av.16 de novembro, 50;66.023-220;PRÓPRIO;(91) 3198-2763;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DE EXECUÇÕES PENAIS, PENAS E MEDIDAS ALTERNATIVAS;Analista;Anexo II. Av.16 de novembro, 50;66.023-220;PRÓPRIO;(91) 3198-2767;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DE EXECUÇÕES PENAIS, PENAS E MEDIDAS ALTERNATIVAS;Analista;Anexo II. Av.16 de novembro, 50;66.023-220;PRÓPRIO;(91) 3198-2795;-;8:00 as 14:00;-
 PROMOTORIAS DE JUSTIÇA DE EXECUÇÕES PENAIS, PENAS E MEDIDAS ALTERNATIVAS;Apoio;Anexo II. Av.16 de novembro, 50;66.023-220;PRÓPRIO;(91) 3198-2535;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DE EXECUÇÕES PENAIS, PENAS E MEDIDAS ALTERNATIVAS;Apoio;Anexo II. Av.16 de novembro, 50;66.023-220;PRÓPRIO;(91) 3198-2616;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DE EXECUÇÕES PENAIS, PENAS E MEDIDAS ALTERNATIVAS;Apoio;Anexo II. Av.16 de novembro, 50;66.023-220;PRÓPRIO;(91) 3198-2617;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DE FAMÍLIA;1º PJ;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91) 3198-2453;-;8:00 as 14:00;veral@mppa.mp.br
 PROMOTORIAS DE JUSTIÇA DE FAMÍLIA;2º PJ;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91) 3198-2578;-;8:00 as 14:00;eliezer@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE FAMÍLIA;3º PJ;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91) 3198-2452;-;8:00 as 14:00;ivelise@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE FAMÍLIA;4º PJ/Apoio;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91) 3198-2457;-;8:00 as 14:00;satomi@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE FAMÍLIA;5º PJ;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91) 3198-2538;-;8:00 as 14:00;alexandre@mppa.mp.br
 PROMOTORIAS DE JUSTIÇA DE FAMÍLIA;6º PJ;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91) 3198-2405;-;8:00 as 14:00;claudomiro@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE FAMÍLIA;7º PJ;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91) 3198-2421;-;8:00 as 14:00;abbade@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE FAMÍLIA;8º PJ;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91) 3198-2446;-;8:00 as 14:00;albertino@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE FAMÍLIA;9º PJ;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91) 3198-2440;-;8:00 as 14:00;msantos@mppa.mp.br
 PROMOTORIAS DE JUSTIÇA DE FAMÍLIA;10º PJ;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91) 3198-2438;-;8:00 as 14:00;maia@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE FAMÍLIA;Apoio;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91) 3198-2451 (91) 3198-2488;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DE FAMÍLIA;Apoio;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91) 3198-2455;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DE FAMÍLIA;Apoio;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91) 3198-2458;-;8:00 as 14:00;-
 PROMOTORIAS DE JUSTIÇA DE FAMÍLIA;Apoio;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91) 3198-2459;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DE FAMÍLIA;Apoio;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91) 3198-2577;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DE FAMÍLIA;Apoio;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91) 3198-2579;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DE FAMÍLIA;Apoio;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91) 3198-2580;-;8:00 as 14:00;-
 PROMOTORIAS DE JUSTIÇA DE FAMÍLIA;Apoio;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91) 3198-2587;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DE FAMÍLIA;Apoio;Anexo I. Rua Ângelo Custódio, 35;66.023-390;REGULARIZANDO;(91) 3198-2633;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DE FUNDAÇÕES PRIVADAS, ASSOCIAÇÕES DE INTERESSE SOCIAL, FALÊNCIA E RECUPERAÇÃO JUDICIAL E EXTRAJUDICIAL;1º PJ;Av.Dr Freitas, 2513 - Marco;66.095-110;CEDIDO;(91) 3182-2312;-;8:00 as 14:00;savio@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE FUNDAÇÕES PRIVADAS, ASSOCIAÇÕES DE INTERESSE SOCIAL, FALÊNCIA E RECUPERAÇÃO JUDICIAL E EXTRAJUDICIAL;2º PJ;Av.Dr Freitas, 2513 - Marco;66.095-110;CEDIDO;(91) 3182-2311;-;8:00 as 14:00;helena@mppa.mp.br
 PROMOTORIAS DE JUSTIÇA DE FUNDAÇÕES PRIVADAS, ASSOCIAÇÕES DE INTERESSE SOCIAL, FALÊNCIA E RECUPERAÇÃO JUDICIAL E EXTRAJUDICIAL;Apoio;Av.Dr Freitas, 2513 - Marco;66.095-110;CEDIDO;(91) 3182-2303 (91) 3182-2313;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DE FUNDAÇÕES PRIVADAS, ASSOCIAÇÕES DE INTERESSE SOCIAL, FALÊNCIA E RECUPERAÇÃO JUDICIAL E EXTRAJUDICIAL;Apoio;Av.Dr Freitas, 2513 - Marco;66.095-110;CEDIDO;(91) 3182-2305 (91) 3182-2307 (91) 9182-2316;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DE FUNDAÇÕES PRIVADAS, ASSOCIAÇÕES DE INTERESSE SOCIAL, FALÊNCIA E RECUPERAÇÃO JUDICIAL E EXTRAJUDICIAL;Apoio Administrativo;Av.Dr Freitas, 2513 - Marco;66.095-110;CEDIDO;(91) 3182-2307 (91) 3182-2305;-;8:00 as 14:00;-
 PROMOTORIAS DE JUSTIÇA DE FUNDAÇÕES PRIVADAS, ASSOCIAÇÕES DE INTERESSE SOCIAL, FALÊNCIA E RECUPERAÇÃO JUDICIAL E EXTRAJUDICIAL;Copa;Av.Dr Freitas, 2513 - Marco;66.095-110;CEDIDO;(91) 3182-2330;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DE FUNDAÇÕES PRIVADAS, ASSOCIAÇÕES DE INTERESSE SOCIAL, FALÊNCIA E RECUPERAÇÃO JUDICIAL E EXTRAJUDICIAL;Sala de Reunião;Av.Dr Freitas, 2513 - Marco;66.095-110;CEDIDO;(91) 3182-2304;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DE FUNDAÇÕES PRIVADAS, ASSOCIAÇÕES DE INTERESSE SOCIAL, FALÊNCIA E RECUPERAÇÃO JUDICIAL E EXTRAJUDICIAL;Sala dos Oficiais;Av.Dr Freitas, 2513 - Marco;66.095-110;CEDIDO;(91) 3182-2316;-;8:00 as 14:00;-
 PROMOTORIAS DE JUSTIÇA DE FUNDAÇÕES PRIVADAS, ASSOCIAÇÕES DE INTERESSE SOCIAL, FALÊNCIA E RECUPERAÇÃO JUDICIAL E EXTRAJUDICIAL;Setor Contábil;Av.Dr Freitas, 2513 - Marco;66.095-110;CEDIDO;(91) 3182-2310 (91) 3182-2316;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DE ICOARACI;1º PJ Cível;Av. Manoel Barata, 1289. Ponta Grossa.;66.810-971;PRÓPRIO;(91) 3218-7712;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DE ICOARACI;1º PJ Criminal;Av. Manoel Barata, 1289. Ponta Grossa.;66.810-971;PRÓPRIO;(91) 3218-7742;-;8:00 as 14:00;-
 PROMOTORIAS DE JUSTIÇA DE ICOARACI;2º PJ Cível;Av. Manoel Barata, 1289. Ponta Grossa.;66.810-971;PRÓPRIO;(91) 3218-7709;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DE ICOARACI;2º PJ Criminal;Av. Manoel Barata, 1289. Ponta Grossa.;66.
